eventId,title,chains,causedByOrgs,causedByEvents,peopleInvolved,dateStarted,dateEnded,eventType,location,narrative,references
59,"""The Hunting Season""",Post WW2 Palestine,"Haganah, British",98,,7-Nov-1944,1-Feb-1945,civil unrest,,"Since 1944, the Jewish Agency had been opposing Irgun and Lehi's insurgency against the British. After Baron Moyne's assassination, the Jewish Agency started a campaign to curb their actions.  Their sympathizers were fired from workplaces and schools, and every attempt was made to restrict the flow of funds to these groups. A special intelligence group was formed from Haganah to track the movement of Irgun and Lehi. ",http://en.wikipedia.org/wiki/The_Hunting_Season
98,Baron Moyne's Assassination,Post WW2 Palestine,Lehi,97,,6-Nov-1944,,civil unrest,,"Baron Moyne was regarded widely as an Arabist, and was thought to have a role in shaping anti-imigration policy in Palestine. In the time when Jewish insurgency was on the rise, two members of Lehi assassinated Baron Moyne in Cairo on 6th Nov 1944.","http://en.wikipedia.org/wiki/Walter_Guinness,_1st_Baron_Moyne#Assassination"
99,Haganah briefly participate in the Jewish Resistance Movement,Post WW2 Palestine,Haganah,,,1-Oct-1945,22-Jul-1946,civil unrest,,"In October 1945, the Haganah finally decided to join the resistance movement against the British with Irgun and Lehi. Together, they carried out operations like destroying British railway infrastructure, blowing up bridges that connect with neighbouring Arab states and abetting clandestine immigration into Palestine.","http://en.wikipedia.org/wiki/Jewish_Resistance_Movement, http://en.wikipedia.org/wiki/Jewish_insurgency_in_Palestine#The_Jewish_Resistance_Movement_and_after.2C_1945-1947"
100,Night of the Trains,Post WW2 Palestine,Haganah,99,,1-Nov-1945,,civil unrest,,"Agents of Haganah, Irgun and Lehi coordinatedly attacked the Palestine railways. They damanged 153 points along the railway severly, attacked the railway station in Lod and sunk three British guard boats. They also attempted to sabotage an oil refinery but failed. All operations were synchronized to start at 11pm in the night.",http://en.wikipedia.org/wiki/Night_of_the_Trains
101,Night of the Bridges,Post WW2 Palestine,Haganah,99,,17-Jun-1946,,civil unrest,,"This was a Haganah operation to destroy 8 bridges connecting Palestine with neighbouring Syria, Lebanon, Jordan and Egypt. The goal was to suspend British military movements using these bridges, and to impede the flow of arms to Palestinian Arabs. Seven of the operations succeeded. Over 50 other minor operations were coordinated throughout the country as a diversion. In response, the British launched Operation Agatha and conducted large scale weapons searches in Jewish settlements. This evoked memories of the holocaust among the Jewish yishuv, and it was exacerbated by a minorty of British soldiers displaying Nazi symbols as means of terrorizing the Jews when conducting searches and arrests.","http://en.wikipedia.org/wiki/Night_of_the_Bridges, http://en.wikipedia.org/wiki/Operation_Agatha"
102,Bombing of King David Hotel,Post WW2 Palestine,Irgun,97,,22-Jul-1946,,civil unrest,,"The King David Hotel was maintained as the central office of British authorities in Palestine, and during Operation Agatha, many documents had with incriminating evidence had been siezed and were kept in their headquarters here. In July 1946, members of the Irgun planted a bomb in the basement of the building, and blew it up, causing the whole western wall of the hotel to collapse and also killed many pedestrians on the sidewalk. ",http://en.wikipedia.org/wiki/King_David_Hotel_bombing
103,Haganah withdraw from the Jewish Resistance Movement,Post WW2 Palestine,,102,,23-Jul-1946,,uncategorized,,"After the attack on King David Hotel by Irgun, the Haganah withdrew from the Jewish Resistance Movement. The attack drew criticism worldwide, and also from WZO's chairman Chaim Weizmann. ",http://en.wikipedia.org/wiki/Jewish_Resistance_Movement
104,UN formation,UN Influence,UN,85,,24-Oct-1945,,org founded,,"The idea of United Nations was first proposed in 1942 and agreed upon by 26 countries which were fighting the WW2 as allies. During that war, the name United Nations was synonymous with the Allied Powers. It was formally established in Oct 1945 as a replacement of the League of Nations, which had failed to maintain peace after WW1. The goal of the UN was to mediate international peace and prevent the breakout of another global war.","http://en.wikipedia.org/wiki/Declaration_by_United_Nations, http://en.wikipedia.org/wiki/United_Nations"
105,British decide to Terminate the Palestine Mandate,"British Influence, Post WW2 Palestine, Partition of Palestine",British,"79, 43, 48, 51, 85",,18-Feb-1947,,political development,,"Ever since the Great Revolt and the subsequent Peel Commission, the British had come to realize the non-profitability of bein in control of the Mandate of Palestine. The recently increased Zioniost insurgency was costing the British more in more in a time when the WW2 had already left them in over £13 billion in debt. Meanwhile the allied forces had recently discovered the horrifying concentration and extermination camps in Nazi Germany, and the US government's Harrison report suggested that migration of 100,000 Jews to Palestine would be a solution to the problem of Jewish displaced peole in Europe. This further added pressure on the British because this was against their 1939 Command Paper's policy, which advocated a reduction in immigration. Owing to all this confusion, the British decided to no longer keep this as their own problem, and announced their intention to terminate the mandate as soon as possible, no later than Novermber of 1948. They relegated the Palestine problem to the recently formed UN, and requested it to design a solution to the conflict in Palestine.","Gelvin J. (2005) The Israel-Palestine Conflict - One Hundred Years of War p123, http://en.wikipedia.org/wiki/Mandatory_Palestine#Termination_of_the_Mandate"
106,The Arab League is Formed,Palestinian Nationalism,Arabs,,,22-Mar-1945,,political development,,"After the meeting in Alexandria, five Arab nations (Syria, Jordan, Egypt, Iraq and Lebanon) decided to form the League of Arab Nations, with the objecitve of cultivating closer ties between the nations, maintaining unified political direction, protect their indepencence using their alliance as a strategy and to supervise other affairs that concerned the interests of Arab states. ","http://en.wikipedia.org/wiki/Alexandria_Protocol, http://avalon.law.yale.edu/20th_century/alex.asp, http://en.wikipedia.org/wiki/Arab_League"
107,Arab Higher Committee is Restored,Palestinian Nationalism,AHC,106,Hajj Amin al-Husseini,1-Nov-1945,,political development,,"Most political leaders of Palestine had been either arrested or deported at the end of the Great Revolt, which left their people without leadership. This was still the case after WW2, a time when Zionist insurgency was increasing and the threat of them siezing power also seemed like a plausible occurrence. To make matters worse, the leaders themselves were not united, and had rifts between them owing to clan-based rivalies. By now, Amin al-Husseini had escaped from his exile in France and reached Egypt. In order to bring back to life Palestinian politcs, the Arab League managed to broker an agreement between most Palestinian leaders, and revived the Arab Higher Committee under al-Husseini's leadership. (The Istiqlal party refused to join this Committee, and formed their own group called the Arab Higher Executive).","Quandt\, W.B., Jabber P.\, Lesch M.L. (1973) The Politics of Palestinian Nationalism p40, http://en.wikipedia.org/wiki/Arab_Higher_Committee#Reconstituted_Committee_-_1945-1948"
76,The British and the Zionists meet,British Influence,British,"80, 75",Mark Sykes,7-Feb-1917,,diplomacy,,"BZF, ZO and British Representative Mark Sykes meet to discuss Zionist ambitions in Palestine. Leads directly to the ""creation of a Jewish chartered company in Palestine with rights to acquire land"".",http://www.ihr.org/jhr/v06/v06p389_John.html
80,British change their approach in appealing to US sympathies for the allied cause,British Influence,British,73,Mark Sykes,1-Sep-1916,1-Mar-1917,diplomacy,,"The allied forces had twice sent missions (from France and Italy) to the US to gain favour from them for the Allied cause, both of which had failed mainly due to their alliance with Russia, which had tarnished history of pogroms and anti-semetism. With the allied position deteriorating by the end of 1916, the need for US support was more urgent than ever. At this juncture, James Malcolm entered the picture. He was an Oxford educated Armenian, and was a family friend of Sir Mark Sykes. He was informed of the Zionist movement, and was made convinced that the allies can gain US support by adopting a pro-Zionist stance. Sykes, along with other British diplomats won the support of France and the Vatican for the Jewish cause. All the while, the progress was being reported to Justice Brandeis in the US, who was a close confidante of then president Woodrow Wilson.",Origins of the Balfour Declaration - Dr Weizmann's Contribution - by James A. Malcolm (http://www.mailstar.net/malcolm.html)
110,"AHC declare strike, riots in Jerusalem",Civil War in Palestine,AHC,108,,2-Dec-1947,,civil unrest,,"Following the UN's resolution to approve the partition of Palestine, the Arab Higher Commission immediately rejected it. On 2nd December they declared a three day strike, during which large mobs of Arabs protested against the plan. The demonstrations in Jerusalem quickly turned violent, and the violence lasted for two days. The Haganah used that as an excuse to mobilize itself, and use force to prevent further violence against Jews. This spark of violence soon snowballed into a nation wide civil war.","http://en.wikipedia.org/wiki/Arab_Higher_Committee#Reconstituted_Committee_-_1945-1948, http://en.wikipedia.org/wiki/1947_Jerusalem_riots"
113,Civil war breaks out,Civil War in Palestine,,110,Hajj Amin al-Husseini,2-Dec-1947,,civil unrest,,"The attacks of Jerusalem quickly escalated into a full blown civil war. The attacks by Arabs were met with reprisals with bombings of buses and markets by Irgun, which in turn spurred counter reprisals. Until March, most of the fighting happened in cities and outskirts, and was initiated by the Paletinian Arabs. Until this point the Haganah had refrained from using excessing force against the Arabs, and was mainly focussing on defending their people from the violence in the hope that the UN's partition resolution would be implemented and enforced eventually by outside powers. This kept the Arab fighters' morale quite high, while sinking that of the Jewish side. However the Arab civilian population itself was not so buoyant, and started to evacuate en masse in panic. This was the beginning of the Palestinian exodus - by March 1948, around 100,009 Palestinians had fled their homes and cities. While the British were still the official authorities, they did little to control the violence and were more involved with the logistics of liquidating their mandate from Palestine.",http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine
112,The Blockade of Jerusalem,"Civil War in Palestine, Siege of Jerusalem",Palestine Militia,113,"Abd al-Qadir al-Husseini, Hajj Amin al-Husseini",10-Dec-1947,,civil unrest,,"After the violence in Jerusalem, Amin al-Husseini (who was had escaped his exile in France and reached Egypt) used his influence to instigate Palestinians to further insurrection. The Arabs organized into irrugular militia and started attacking Hagahan convoys that were headed towards Jerusalem on 10 December. Abd al-Qadir al-Husseini (Amin al-Husseini's nephew) joined in January, rallied about a thousand irregular militia and started an increasingly militaristic operation to block all roads leading to Jerusalem. This left over 100,000 Jews trapped in the city of Jerusalem. They attacked any Haganah convoys that headed to the city with food and supplies. Three such convoys were destroyed in March alone, dealing a significant setback to the Jews' morale. Due to the blockade, food had already become scarce by end of March and a rationing system was in place.",http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#War_of_the_roads_and_blockade_of_Jerusalem
111,The British terminate the Mandate of Palestine,"Civil War in Palestine, British Influence",British,105,,14-May-1948,,political development,,"As declared by the British earlier, the mandate of Palestine was ended, and the British officially withdrew from Palestine.","http://en.wikipedia.org/wiki/Mandatory_Palestine#Termination_of_the_Mandate, http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#Background"
114,Plan Dalet,Civil War in Palestine,Haganah,"108, 113",,20-Mar-1948,,uncategorized,,"The Haganah had been strategizing its approach over time, and produced three other plans of action (Plan A, B and C). However after the events of the Civil War, they formulated a new strategy, which is now famous as Plan Dalet (Plan D). The objectives of this plan was for the Haganah to secure all the land that had been allocated by the UN partition plan for Jewish occupation and safeguard them and their residents from Arab invasions, rid the Jewish controlled land of all Arab population and to harass and trouble Arab army columns to deter their progress. This plan was put into action starting April, and it truly put the Haganah on the offensive.",http://en.wikipedia.org/wiki/Plan_Dalet
115,Haganah goes on the offensive,"Civil War in Palestine, Evolution of Haganah",Haganah,"111, 112",,1-Apr-1948,,war,,"In November 1947, the Haganah started the process of transforming their forces into a full-fledged army in case the UN's resolution on Palestine resulted in armed conflict. Conscription was started for all in the ages 18 to 25, training had started, producing several well trained units by December. The conscription was extended to everyone under 40 years on 30th of March. Five days later all men under 40 years of age were mobilized to engage in war, and Haganah went from being defensive to a firmly offensive position. Armed groups of Palestinian Arabs were swiftly defeated, and the process of taking back control of routes connecting to Jewish settlements was started.",http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#Haganah_on_the_offensive_.281_April_.E2.80.93_15_May_1948.29
116,Arab liberation army formed,Civil War in Palestine,ALA,106,,15-Dec-1947,,political development,,"At an Arab League meeting in October 1947, Iraqi general Ismail Safwat pointed out that the Arab nations should deploy their troops at Palestine's borders since the Palestinian arabs themselves had been left too weak after the Great Revolt to defend themselves. The Arab nations chose, instead, not to get their troops directly involved but to form a separate army of volunteers from the nations to defend the Palestinian Arabs. The decision was made in December 1947, and the target was to raise an army of 10,000 but in reality on about 6000 were recruited. ","http://en.wikipedia.org/wiki/Arab_Liberation_Army, http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#Arab_leaders.27_refusal_of_direct_involvement"
117,Arab Liberation Army enter and occupy Palestine,Civil War in Palestine,ALA,113,Abd al-Qadir al-Husseini,20-Jan-1948,30-Jan-1948,war,,"In January, various regiments of the ALA entered Palestine and took up positions in strategic villages and cities. By the end of January, they were already occupying all the major towns in the north (Galilee and Jerzreel valley), east (Samaria) and the plains. These cities included Safed, Nablus, Jenin, Tulkarm, Jerusalem, Lydda, Jaffa and Haifa. While the British High Commissioner protested and condemned the incusion, they neither had the will nor the wherwithal to do anything about it. The Palestinian militia had also mobilized and occupied villages in anticipation of violent engagements with the Jewish forces.",http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#Intervention_of_foreign_forces_in_Palestine
118,Deir Yassin massacre,"Civil War in Palestine, Siege of Jerusalem","Irgun, Lehi",,,9-Apr-1948,,war,,"Around 120 members of Lehi and Irgun attacked an Arab village 5 km south of Jerusalem named Deir Yassin. This village was on the proposed border between Jewish and Palestinian land, and the Jewish forces wished to take this village on its way to attacking Jerusalem. The attack turned into a massacre, leaving over 100 arab villagers killed. This action earned the groups widespread scorn and ire from both Jewish and international groups. This also spread widespread panic amongst the Palestinian arabs, and redoubled the exodus of the indigineous arabs from Palestine. At the same time, it increased pressure on the neighbouring Arab countries to field their own forces in Palestine and come to the rescue of Palestinian Arabs.",http://en.wikipedia.org/wiki/Deir_Yassin_massacre
119,Operation Nachshon,"Civil War in Palestine, Siege of Jerusalem",Haganah,112,Abd al-Qadir al-Husseini,2-Apr-1948,20-Apr-1948,war,,"This operation's goal was to break through Abd al-Qadar al-Husseini's Arab militia that were ambushing convoys of food and preventing them from reaching Jerusalem, thus creating food supply shortages for the Jews living there. The operation was a success - the Arab villages that harboured the militia were either captured or destroyed, and fights were won by the Haganah. Convoys of food were delivered to Jerusalem, albeit the amount of food transported was less that what was planned for, which forced Jerusalem to remain on rationing for another two months. During one of the skirmishes, the leader of the Arab forces Abd al-Husseini was killed, which was a huge moral blow to them. The operation exposed the poor organization and logistics of the Arab irregular militia. However, the Arabs erected a large roadblock soon after the operation, thus isolating Jerusalem again.","http://en.wikipedia.org/wiki/Operation_Nachshon, http://en.wikipedia.org/wiki/Army_of_the_Holy_War"
120,The Battle of Mishmar HaEmek,Civil War in Palestine,Haganah,,,4-Apr-1948,14-Apr-1948,war,,"The Arab Liberation Army was already occupying many of the cities in Palestine. On 4th April they launched an offensive with 1000 militia to take capture the strategically located kibbutz Mishmar HaEmek. The kibbutz residents resisted the attack with whatever armaments and defences they had for two days, following which the British intervened and suggested a ceasefire for 24 hours. The ALA ceased fire and asked for surrender. The Haganah, meanwhile, reinforced the kibbutz, and after the ceasefire expired, launched a counter attack. The ALA force was thoroughly defeated and pushed back. The Haganah pressed on to capture surrounding Arab villages, and eventually destroy them. The Arabs that fled from this village caused the exodus from Palestine to swell further. This defeat was one more blow to the morale of the Arab forces. ",http://en.wikipedia.org/wiki/Battle_of_Mishmar_HaEmek
121,The Battle of Ramat Yohanan,Civil War in Palestine,Haganah,,,15-Apr-1948,,war,,"After defeat at Mishmar HaEmek, the ALA had retreated, and ordered their Druze regiment to carry out various operations, including attacking the kibbutz Ramat Yohanan (east of Haifa, and north of Mishmar HaEmek). In response a Haganah regiment forced back their attacks, pushed them out of the villages they were based in and destroyed those villages. The Druze are an ethnic group in themself, and while they sided with the Arabs on most issues, they had maintained cordial relations with the Yishuv of Palestine. Hence, after the defeat at Ramat Yohanan, they contacted the Haganah and agreed to no longer engage each other in war. The Druze regiment chose to defect silently by the end of April, and did not respond ot ALA's requests for help when Haganah captured Acre (a city further north from Haifa) later in May.",http://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine#The_Battle_of_Ramat_Yohanan_and_the_defection_of_the_Druze
122,Successive conquests,Civil War in Palestine,Haganah,,,10-Apr-1948,24-May-1948,war,,"The Haganah launched a comprehensive set of operations in northern and north eastern palestine, capturing all major town including Haifa, Acre, Safed, Tiberias and Beisan. The Irgun and Haganah also launched an attack on Jaffa jointly, and all but captured it. But the British authorities that were still present in Jaffa took alarm, and called in their troops, airforce and naval cruisers to Jaffa and issued an ultimatum to Jewish forces to stop their attacks. The attacks were ceased, but the city was surrounded, and residents were allowed to leave. The city was later captured after the British had evacuted. In one of the later engagements (in June) with the Palestinian irregular army, their second leader Hasan Salama was also killed, thus ending their activity in the war.","http://en.wikipedia.org/wiki/Operation_Ben-Ami, http://en.wikipedia.org/wiki/Battle_of_Haifa_(1948), http://en.wikipedia.org/wiki/Operation_Hametz, http://en.wikipedia.org/wiki/Operation_Gideon, http://en.wikipedia.org/wiki/Operation_Yiftach"
129,Building the Burma Road,"Siege of Jerusalem, Civil War in Palestine",Israel,128,,28-May-1948,10-Jun-1948,war,,"The attempts to capture the Latrun fort had resulted in heavy casualties. Hence it was decided to build a new road swiftly, which could curcumvent Latrun completely. The road was named Burma Road - a makeshift path that enabled access to Jerusalem. This road effectively ended the seige of Jerusalem at the end of June. The road, and the struggle of Jerusalem had symbolic importance for the Jews. The city was a sacred and valued place, and was a symbol of their zionist ideology. The breakthrough into Jerusalem after the construction of the Burma road was a great morale boost for the Haganah.","http://en.wikipedia.org/wiki/Burma_Road_(Israel), http://en.wikipedia.org/wiki/Battles_of_Latrun_(1948)#.22Burma_Road.22"
131,Capture of Jerusalem's suburbs,"Siege of Jerusalem, Civil War in Palestine",Haganah,,,22-Apr-1948,18-May-1948,war,,"The Haganah deployed its elite fighers the Palmach in two operations to take control of some suburbs of Jerusalem to establish Jewish control. The second of these was timed to coincide with the official declaration of the end of British authority in Palestine, so as to attack when the city was most vulnerable.","http://en.wikipedia.org/wiki/Operation_Yevusi, http://en.wikipedia.org/wiki/Operation_Kilshon"
128,Battles at Latrun,"Siege of Jerusalem, Arab Israeli War","Israel, Jordan",,,25-May-1948,18-Jul-1948,war,,"the Haganah had undertaken operation Nachshon to clear access to Jerusalem via al-Qastil, but a larger roadblock was eventually erected, blocking access again. The blockades were causing food shortages in Jerusalem, and they had to be overcome in order to resupply the city residents and the Haganah forces there. In an effort to obtain clear access, the Haganah started attacking Latrun, a fort which was now held by the Jordanian Arab Legion since 15 May 1948. Several attempts to capture the holding were made during the Battles of Latrun, but all were unsuccessful. The fort remained in Jordan's posession until the end of the conflict. the towns of Lydda and Ramle, which are on the road to Jerusalem and lead to Latrun, were also captured. However Latrun remained infallible til the end of the Israel Palestine war. ","http://en.wikipedia.org/wiki/Battles_of_Latrun_(1948), http://en.wikipedia.org/wiki/Battle_for_Jerusalem_(1948)"
123,Israel declare independence,"Civil War in Palestine, Evolution of Haganah",Israel,111,David Ben-Gurion,14-May-1948,,political development,,"Two days before the British were scheduled to declare the end of their mandate in Palestine, the Zionist leaders decided by majority vote to declare the existence of an independent State of Israel. They did so in a ceremony in Tel Aviv with about 250 guests. The declaration of independence was read alout by David Ben-Gurion, and the complete event was broadcasted over the radio. By 26th May, the various military groups (Haganah, Irgun, Lehi) were merged under a unified command named the Israeli Defence Forces (IDF). A fledgeling Israeli Air Force was also set up using aircrafts clandestinely purchased from Czechoslovakia despite international embargoes.",http://en.wikipedia.org/wiki/Israeli_Declaration_of_Independence
92,British Mandate of Palestine,Post World War 1 Treaties,British,"63, 71, 1, 5",,29-Sep-1923,,diplomacy,,"The Palestine Mandate was a leagal commission which legitimized their mandate over the land of Palestine as agreed upon during the San Remo conference and the League of Nations Covenant. Following the Cairo Conference, Transjordan was no longer to be closely controlled by the British. The mandate also supported the creation of a ""Jewish National Home"" and the establishment of a suitable Jewish agency that would ensure the welface of Jews in Palestine which they would continue to control.","http://en.wikipedia.org/wiki/British_Mandate_for_Palestine_(legal_instrument), http://en.wikipedia.org/wiki/Mandatory_Palestine"
125,Arms shipments from Czechoslovakia to Jewish armies,Arab Israeli War,,,,1-Jun-1948,1-Oct-1948,uncategorized,,"After the British mandate lifted, the blockade against import of arms ended automatically. While the Jewish forces had already been smuggling arms into Palestine for a long time, the end of this blockade resulted in a huge upsurge in the imports. By end of May, it is understood that the IDF was severly in shortage of guns and arms. Over the next five months, the newly declared state of Israel purchased large quantities of arms, ammunition and light and heavy machine guns from Czechoslovakia. Two special operations were conducted to smuggle aircrafts to arm and empower the Israeli Air Force. The armaments were smuggled into Israel despite international embargoes against armament of the principals involved in the conflict. This import of arms revitalized the IDF's power, and helped them overcome the armies of the Arab nations that attacked them after their declaration of independence.","http://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War#Yishuv.2FIsraeli_forces, http://en.wikipedia.org/wiki/Arms_shipments_from_Czechoslovakia_to_Israel_1947%E2%80%9349, http://en.wikipedia.org/wiki/Operation_Balak, http://en.wikipedia.org/wiki/Operation_Velvetta"
126,Arab nations declare war on Israel,Arab Israeli War,"Jordan, Egypt, Syria, Iraq","123, 124",,15-May-1948,,war,,"The Arab nations had suspected as far back as February 1948 that they may eventually need to deploy their own armies in the conflict. On 11 May in a meeting in Damascus, the strategy for attack was discussed. The original plan was for Egypt to attack from south, Syria and Lebanon from north and Jordan from the east. However King Abdullah rejected the plan. His conflict of interests prevented him from outright deploying his forces, and he suggested that the Iraqi forces should attack the Jezreel Valley, while the ALA forces invade from east and meet up with Egyptian forces at Hebron. His own forces would hold the Jewish lines and prevent their further expansion. At the last moment, Lebanon refused to enter the war at all due to domestic pressure from a influential Christian opposition.",http://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War#First_phase:_15_May_.E2.80.93_11_June_1948
127,Egyptian advance,Arab Israeli War,Egypt,126,,15-May-1948,7-Jun-1948,war,,"The Egyptian army advanced northwards along the western coast of Palestine. It captured the various Israeli kibbutzim on its path, namely Kfar Darom, Nirim, Yad, Mordechai and Negba. The the residents of the kibbutzim were armed and supported by the Haganah forces. The resistance from these settlements slowed down the advance of the army. The resistance at Yad Mordechai is still remembered in the collective memory of the Israelis as a herioc defence of the motherland. However the Egyptians managed to conquer and capture these settlements. However, their advance stopped at Ashdod, where a collapsed bridge stayed their advance. While stuck at Ashdod from May 29 to June 3, they were shelled and harassed constantly by the IDF and the Israeli air force. The Egyptians later lauched another concentrated attack on kibbutz Nitzanim, where the achieved a decisive victory and 105 Israeli had to surrender.","http://en.wikipedia.org/wiki/Battles_of_Kfar_Darom, http://en.wikipedia.org/wiki/Battle_of_Nirim, http://en.wikipedia.org/wiki/Battle_of_Yad_Mordechai, http://en.wikipedia.org/wiki/Battles_of_Negba, http://en.wikipedia.org/wiki/Battle_of_Nitzanim, http://en.wikipedia.org/wiki/Operation_Pleshet"
132,Jordanian Advance,Arab Israeli War,Jordan,126,,15-May-1948,26-May-1948,war,,"Jordan's army was extremely well trained and commanded by a British general. After the declaration of war, the army took up strategic positions with the objective of occupying all territory that was allocated to Palestine as part of the UN paritition resolution. The occupied the fort of Latrun which the Jewish forces tried to capture numerous times to no avail. They also shelled the western part of Jerusalem and attacked it with heavy force after 18th May to repel the Haganah soldiers who had captured that territory just days prior. By 26th of May, all of Jerusalem was back in Jordanian control.",http://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War#Battle_for_Jerusalem
133,Iraqi Advance,Arab Israeli War,Iraq,126,,15-May-1948,1-Jun-1948,war,,"The Iraqi force attempted to first cross via the norther part of Jordan river at Gesher, but were repelled by Haganah forces. The retreated, and entered via Jordanian controlled regions further south, and gained a strategic position between Jenin, Nablus and Tulkarm. From there, there attempt to push towards the western coast of Israel towards Netanya. The Israeli forces attacked back on 29th May, which led to a fierce battle over Jenin. While the Iraqis could hold their position, they were unable to advance any further and their involvement in the war effectively ended.","http://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War#Northern_Samaria, http://en.wikipedia.org/wiki/Gesher,_Israel#1948_Israeli-Arab_war"
134,Syrian Advance,Arab Israeli War,Syria,126,,15-May-1948,10-Jun-1948,war,,"The Syrian troops attacked in in the northern region of Israel named Galilee near the southern shores of the Sea of Galilee. The captured the town of Samakh on 18th May using airforce and tanks, but were stopped at the kibbutz Degania Alef on 21st May by Haganah's forces and local militia. This battle is also celebrated in Israeli national memory with embillishment as a battle of David and Goliath. Following their defeat at Degania Alef, the Syrians decide to retreat and attack from on the northern shorts of the Sea of Galilee. On 10th June they captured another kibbutz there, but were unable to advance any further due to resistance from the Haganah.","http://en.wikipedia.org/wiki/Battles_of_the_Kinarot_Valley#Degania_Alef, http://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War#Northern_front_-_Lake_of_Galilee"
108,UN partition plan for Palestine,"Post WW2 Palestine, UN Influence, Partition of Palestine",UN,"105, 109",,29-Nov-1947,,diplomacy,,"After being handed the responsibility of UN, the UNSCOP investigated the situation by collecting evidence and testimony from British and Zionist groups. The Arabs had, of course, boycotted the UNSCOP and did not participate. The committee came up with the two proposals, the ""majority"" plan and the ""minority"" plan. The majority plan proposed partitioning Palestine into two areas for each community while they remain in an economic union. The minority plan proposed the establishment of a single state with a joint government. Eventually the majority plan was voted into approval, and the partition of Palestine was approved.",http://en.wikipedia.org/wiki/United_Nations_Partition_Plan_for_Palestine
136,Battles following the first truce,Arab Israeli War,Israel,,,8-Jul-1948,18-Jul-1948,war,,"During the short period of violence that followed the first truce, the Israeli forces captured all of lower Galilee, and were now in control of all the region from the sea of Galilee to the port of Haifa. They also tried to push further into upper Galilee but failed. On the southern front, Egyptian forces tried to storm and capture the strategic town of Negba twice, but were resisted both times. They also attempted capturing the the village of Be'erot Yitzhak, but the IDF resistance dealth large casualties to the invaders and resisted capture. The IDF attempted advances of their own, and were successful in capturing a number of Arab villages, but were unable to achieve their goal of breaking the Egyptian rank and opening up a connection with the Negev desert. On the eastern front, they captured Lydda and Ramle as part of Operation Danny, but their encounter with Jordanian Arab Legion at Latrun failed again. The capture of those two towns alone led to another wave of exodus of Palestinians number 50,000 to 70,000. The also launched an operation in Jerusalem to gain some ground over the Jordanian troops, but that failed as well.","http://en.wikipedia.org/wiki/Operation_Dekel, http://en.wikipedia.org/wiki/Operation_Danny, http://en.wikipedia.org/wiki/Battle_for_Jerusalem_(1948), http://en.wikipedia.org/wiki/Operation_Death_to_the_Invader, http://en.wikipedia.org/wiki/Operation_An-Far, http://en.wikipedia.org/wiki/Battles_of_Negba, http://en.wikipedia.org/wiki/Battle_of_Be%27erot_Yitzhak"
109,UNSCOP formed,"Post WW2 Palestine, UN Influence, Partition of Palestine",UN,105,,15-May-1947,,diplomacy,,"After the British decided to dump the question of Palestine on the UN, the US created a special committee to investigate and make recommendations in order to solve the Palestine problem. While the Jewish Agency did cooperate with this committee, the AHC boycotted it stating that their claim in all of Palestine is undisputed and does not warrent any further investigation.",http://en.wikipedia.org/wiki/United_Nations_Special_Committee_on_Palestine
137,Northern front after the second truce,Arab Israeli War,Israel,130,,24-Oct-1948,1-Nov-1948,war,,"The IDF launced the Operation Hiram in response to ALA's attacks on Manara. The IDF and the air force acted in concert and brought about a swift capture of all of the Upper Galilee region including Safed by 31 Oct 1948. The ALA fled to Lebanon across the border, as almost 50,000 Arabs from the villages in the neighbourhood.",http://en.wikipedia.org/wiki/Operation_Hiram
138,The southern front after second truce,Arab Israeli War,Israel,138,,15-Oct-1948,7-Jan-1949,war,,"On the southern frontlines, the Israeli forces in the Negev desert and the ones south of Tel Aviv were separated by a rank of Egyptian forces. The IDF launched a series of operations, broke the ranks, captured strategic locations held by the Egyptians, and pushed the Egyptians into a position where they had no choice but to retreat. A pocket of Egyptian soldiers were left behind the flank of the advancing IDF ranks near Fallujah, and were trapped behind the frontlines. In Gaza, the Egyptian armies were surrounded on all sides, and agreed to a ceasefire, after which the IDF pulled out. The end of this series of operations saw IDF in posession of all of Negev desert, and significant inroads into the territory allocated for Palestine to its nort and north east.","http://en.wikipedia.org/wiki/Operation_Yoav, http://en.wikipedia.org/wiki/Operation_Assaf, http://en.wikipedia.org/wiki/Operation_Horev"
